PRICE_PER_NIGHT,TAX_AMOUNT,ACCOM_NAME_EN,ACCOM_TYPE_CODE,BOOKING_PROVIDER_NAME_EN,ROOM_TYPE_CODE,CITY_NAME_EN,REVIEW_SCORE_NAME_EN,STAR_RATING_CODE
42.6,31.95,Al Marwa Rayhaan By Rotana,Hotel,PRICELINE,Standard Room,Mecca,Very Good,5
42.6,31.95,Al Marwa Rayhaan By Rotana,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
43,32.25,Al Safwa Hotel,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
43.6,32.7,Jabal Omar Hyatt Regency Makkah,Hotel,HYATT REGENCY,Twin Room,Mecca,Very Good,5
43.6,32.7,Swiss™tel Al Maqam Makkah,Hotel,BOOKING.COM,Classic Room,Mecca,Very Good,5
43.6,32.7,Swiss™tel Al Maqam Makkah,Hotel,KAYAK,Classic Room,Mecca,Very Good,5
45,33.75,Jumeirah Jabal Omar Makkah,Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
45.2,33.9,Address Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
45.2,33.9,Address Jabal Omar Makkah,Hotel,KAYAK,Twin Room,Mecca,Very Good,5
45.2,33.9,Jabal Omar Hyatt Regency Makkah,Hotel,PRICETRAVEL,Standard Room,Mecca,Very Good,5
45.4,34.05,Pullman Zamzam Makkah,Hotel,PRESTIGIA,Deluxe Room,Mecca,Good,5
46.2,34.65,Address Jabal Omar Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
46.2,34.65,Address Jabal Omar Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
46.8,35.1,Hilton Suites Jabal Omar Makkah,Hotel,BOOKING.COM,Triple Room,Mecca,Very Good,5
46.8,35.1,Hilton Suites Jabal Omar Makkah,Hotel,KAYAK,Triple Room,Mecca,Very Good,5
47,35.25,Makkah Towers,Hotel,HOTELS.COM,Family Room,Mecca,Good,5
47,35.25,Makkah Hotel,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,5
47,35.25,Al Safwah Royale Orchid,Hotel,AGODA.COM,Standard Room,Mecca,Good,5
47.2,35.4,Pullman Zamzam Makkah,Hotel,EXPEDIA,Classic Room,Mecca,Good,5
57.8,43.35,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
59.4,44.55,Swiss™tel Al Maqam Makkah,Hotel,PRICETRAVEL,Classic Room,Mecca,Very Good,5
59.6,44.7,Pullman Zamzam Makkah,Hotel,PRICETRAVEL,Suite,Mecca,Good,5
59.8,44.85,Anjum Makkah Hotel,Hotel,STAYFORLONG,Classic Room,Mecca,Wonderful,5
59.8,44.85,Jabal Omar Hyatt Regency Makkah,Hotel,PRICETRAVEL,Twin Room,Mecca,Very Good,5
60.8,45.6,Swiss™tel Al Maqam Makkah,Hotel,PRICETRAVEL,Classic Room,Mecca,Very Good,5
60.8,45.6,Conrad Jabal Omar Makkah,Hotel,HILTON,Standard Room,Mecca,Very Good,5
61,45.75,Elaf Kinda Hotel,Hotel,ELAF KINDA HOTEL,Suite,Mecca,Very Good,4
62,46.5,Jabal Omar Hyatt Regency Makkah,Hotel,HOTELS.COM,Standard Room,Mecca,Very Good,5
62.2,46.65,Jabal Omar Hyatt Regency Makkah,Hotel,AGODA.COM,Twin Room,Mecca,Very Good,5
64.2,48.15,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,AGODA.COM,Superior Room,Mecca,Very Good,5
64.2,48.15,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
64.8,48.6,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,EXPEDIA,Suite,Mecca,Very Good,5
68.6,51.45,Anjum Makkah Hotel,Hotel,PRICETRAVEL,Classic Room,Mecca,Wonderful,5
68.8,51.6,Elaf Kinda Hotel,Hotel,KAYAK,Suite,Mecca,Very Good,4
79.6,59.7,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,KAYAK,Superior Room,Mecca,Very Good,5
79.6,59.7,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,PRICELINE,Superior Room,Mecca,Very Good,5
88.4,66.3,Raffles Makkah Palace,Hotel,PRICELINE,Suite,Mecca,Wonderful,5
89,66.75,Elaf Kinda Hotel,Hotel,EXPEDIA,Suite,Mecca,Very Good,4
89,66.75,Elaf Kinda Hotel,Hotel,HOTELS.COM,Suite,Mecca,Very Good,4
110.8,83.1,Raffles Makkah Palace,Hotel,SWISSOTEL,Suite,Mecca,Wonderful,5
110.8,83.1,Jabal Omar Hyatt Regency Makkah,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
45.8,34.35,Al Marwa Rayhaan By Rotana,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,5
45.8,34.35,Conrad Jabal Omar Makkah,Hotel,HILTON,Superior Room,Mecca,Very Good,5
45.8,34.35,Conrad Jabal Omar Makkah,Hotel,AGODA.COM,Superior Room,Mecca,Very Good,5
45.8,34.35,Conrad Jabal Omar Makkah,Hotel,KAYAK,Superior Room,Mecca,Very Good,5
46.2,34.65,Makkah Hotel,Hotel,AGODA.COM,Suite,Mecca,Very Good,5
46.4,34.8,Jumeirah Jabal Omar Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
46.4,34.8,Makkah Towers,Hotel,BOOKING.COM,Twin Room,Mecca,Good,5
46.8,35.1,Hilton Suites Jabal Omar Makkah,Hotel,HILTON,Triple Room,Mecca,Very Good,5
47,35.25,Makkah Towers,Hotel,EXPEDIA,Family Room,Mecca,Good,5
47,35.25,Makkah Hotel,Hotel,ELAF KINDA HOTEL,Standard Room,Mecca,Very Good,5
47,35.25,Makkah Hotel,Hotel,ELAF KINDA HOTEL,Twin Room,Mecca,Very Good,5
35.6,26.7,Elaf Kinda Hotel,Hotel,ELAF KINDA HOTEL,Specialty Rooms,Mecca,Very Good,4
36.2,27.15,Al Safwa Hotel Tower 1,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
36.2,27.15,Novotel Residences Makkah,Apartment,BOOKING.COM,Apartment Rooms,Mecca,Very Good,0
36.6,27.45,Makarem Ajyad Makkah Hotel,Hotel,STAYFORLONG,Superior Room,Mecca,Very Good,5
37,27.75,Le Mژridien Makkah,Hotel,SHERATON,Classic Room,Mecca,Very Good,5
37.2,27.9,Pullman Zamzam Makkah,Hotel,PRICELINE,Classic Room,Mecca,Good,5
37.2,27.9,Pullman Zamzam Makkah,Hotel,SWISSOTEL,Classic Room,Mecca,Good,5
37.4,28.05,Swiss™tel Al Maqam Makkah,Hotel,KAYAK,Classic Room,Mecca,Very Good,5
37.6,28.2,Jumeirah Jabal Omar Makkah,Hotel,AGODA.COM,Superior Room,Mecca,Very Good,5
37.6,28.2,Jumeirah Jabal Omar Makkah,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
37.8,28.35,Le Mژridien Towers Makkah,Hotel,KAYAK,Suite,Mecca,Wonderful,5
42,31.5,Makarem Ajyad Makkah Hotel,Hotel,PRICELINE,Suite,Mecca,Very Good,5
42.6,31.95,Swiss™tel Makkah,Hotel,HOTELS.COM,Classic Room,Mecca,Very Good,5
42.6,31.95,Al Marwa Rayhaan By Rotana,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,5
43,32.25,Al Safwa Hotel,Hotel,KAYAK,Twin Room,Mecca,Very Good,5
43.4,32.55,Shaza Makkah,Hotel,PRICELINE,Studio,Mecca,Very Good,5
43.4,32.55,Swiss™tel Al Maqam Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Very Good,5
44,33,Swiss™tel Makkah,Hotel,BOOKING.COM,Classic Room,Mecca,Very Good,5
44,33,Swiss™tel Makkah,Hotel,KAYAK,Classic Room,Mecca,Very Good,5
111.2,83.4,Raffles Makkah Palace,Hotel,PRICELINE,Suite,Mecca,Wonderful,5
147.8,110.85,Raffles Makkah Palace,Hotel,SWISSOTEL,Suite,Mecca,Wonderful,5
150.8,113.1,Raffles Makkah Palace,Hotel,AGODA.COM,Suite,Mecca,Wonderful,5
5.6,4.2,Al Kiram Hotel,Hotel,AGODA.COM,Twin Room,Mecca,Good,3
6.6,4.95,____ _____ _______________,Hotel,AGODA.COM,Twin Room,Mecca,Very Good,2
7.2,5.4,Landmark Darkm Hotel Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,0
7.4,5.55,____ ___ ___ 1 __ ___ ___,Hotel,AGODA.COM,Twin Room,Mecca,Wonderful,3
7.6,5.7,Elaf Ajyad Hotel,Hotel,SUPER.COM,Twin Room,Mecca,Okay,2
47.8,35.85,Makkah Hotel,Hotel,ELAF KINDA HOTEL,Standard Room,Mecca,Very Good,5
48,36,Jabal Omar Hyatt Regency Makkah,Hotel,HYATT REGENCY,Standard Room,Mecca,Very Good,5
48,36,Shaza Makkah,Hotel,BOOKING.COM,Family Room,Mecca,Very Good,5
48.6,36.45,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,AGODA.COM,Other,Mecca,Very Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,BOOKING.COM,Classic Room,Mecca,Good,5
49.6,37.2,Jumeirah Jabal Omar Makkah,Hotel,STAYFORLONG,Superior Room,Mecca,Very Good,5
49.8,37.35,Anjum Makkah Hotel,Hotel,EXPEDIA,Suite,Mecca,Wonderful,5
50,37.5,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
50.2,37.65,Al Ghufran Safwah Hotel Makkah,Hotel,BOOKING.COM,Standard Room,Mecca,Wonderful,5
50.4,37.8,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,AGODA.COM,Twin Room,Mecca,Very Good,5
50.6,37.95,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,STAYFORLONG,Studio,Mecca,Very Good,5
37.8,28.35,Le Mژridien Towers Makkah,Hotel,EXPEDIA,Suite,Mecca,Wonderful,5
37.8,28.35,Le Mژridien Towers Makkah,Hotel,PRICELINE,Suite,Mecca,Wonderful,5
38.2,28.65,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,SHERATON,Specialty Rooms,Mecca,Very Good,5
38.4,28.8,Swiss™tel Makkah,Hotel,STAYFORLONG,Classic Room,Mecca,Very Good,5
38.4,28.8,Address Jabal Omar Makkah,Hotel,PRESTIGIA,Deluxe Room,Mecca,Very Good,5
38.8,29.1,Qasr Al Sahab Hotel Makkah,Hotel,AGODA.COM,Suite,Mecca,Very Good,2
39,29.25,Al Safwa Hotel Tower 1,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
39.4,29.55,Jumeirah Jabal Omar Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,5
50.6,37.95,voco Makkah,Hotel,STAYFORLONG,Suite,Mecca,Very Good,4
50.6,37.95,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,HILTON,Other,Mecca,Very Good,5
51.4,38.55,Elaf Kinda Hotel,Hotel,BOOKING.COM,Suite,Mecca,Very Good,4
52,39,Pullman Zamzam Makkah,Hotel,SWISSOTEL,Deluxe Room,Mecca,Good,5
52.2,39.15,Al Safwa Hotel Tower 1,Hotel,BOOKING.COM,Studio,Mecca,Very Good,5
53.6,40.2,Al Marwa Rayhaan By Rotana,Hotel,PRICELINE,Suite,Mecca,Very Good,5
54.2,40.65,Address Jabal Omar Makkah,Hotel,STAYFORLONG,Deluxe Room,Mecca,Very Good,5
54.4,40.8,Makkah Hotel,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
56,42,Elaf Kinda Hotel,Hotel,PRICELINE,Suite,Mecca,Very Good,4
58.4,43.8,Al Safwa Hotel,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,5
63.6,47.7,Conrad Jabal Omar Makkah,Hotel,HILTON,Other,Mecca,Very Good,5
63.6,47.7,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,AGODA.COM,Other,Mecca,Very Good,5
47.2,35.4,Pullman Zamzam Makkah,Hotel,HOTELS.COM,Classic Room,Mecca,Good,5
47.4,35.55,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,STAYFORLONG,Deluxe Room,Mecca,Very Good,5
47.4,35.55,Al Safwah Royale Orchid,Hotel,HOTELS.COM,Standard Room,Mecca,Good,5
47.4,35.55,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,5
47.6,35.7,Al Marwa Rayhaan By Rotana,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
47.6,35.7,Al Marwa Rayhaan By Rotana,Hotel,KAYAK,Twin Room,Mecca,Very Good,5
47.8,35.85,Makkah Hotel,Hotel,ELAF KINDA HOTEL,Twin Room,Mecca,Very Good,5
47.8,35.85,Al Marwa Rayhaan By Rotana,Hotel,PRICELINE,Standard Room,Mecca,Very Good,5
48,36,Pullman Zamzam Makkah,Hotel,PRESTIGIA,Classic Room,Mecca,Good,5
48.4,36.3,Wassad Hotel,Hotel,HOTELS.COM,Standard Room,Mecca,Wonderful,4
49.4,37.05,Pullman Zamzam Makkah,Hotel,STAYFORLONG,Classic Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Good,5
8.2,6.15,Elaf Ajyad Hotel,Hotel,PRICELINE,Twin Room,Mecca,Okay,2
8.6,6.45,Time Ruba Hotel & Suites,Hotel,PRICELINE,Twin Room,Mecca,Very Good,4
8.6,6.45,M Hotel Al Dana Makkah by Millennium,Hotel,KAYAK,Standard Room,Mecca,Very Good,4
8.8,6.6,____ ____ _____ ______,Hotel,AGODA.COM,Specialty Rooms,Mecca,Very Good,1
8.8,6.6,____ ____ _____ ______,Hotel,AGODA.COM,Economy Room,Mecca,Very Good,1
8.8,6.6,____ ____ _____ ______,Hotel,KAYAK,Economy Room,Mecca,Very Good,1
45,33.75,Jumeirah Jabal Omar Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
45,33.75,Makkah Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
45,33.75,Makkah Hotel,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
45,33.75,Hilton Suites Jabal Omar Makkah,Hotel,KAYAK,King Bed Room,Mecca,Very Good,5
45,33.75,Hilton Suites Jabal Omar Makkah,Hotel,HOTELS.COM,Superior Room,Mecca,Very Good,5
45.2,33.9,Address Jabal Omar Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
45.2,33.9,Makarem Ajyad Makkah Hotel,Hotel,BOOKING.COM,Suite,Mecca,Very Good,5
45.2,33.9,Hilton Suites Jabal Omar Makkah,Hotel,HILTON,Superior Room,Mecca,Very Good,5
45.2,33.9,Address Jabal Omar Makkah,Hotel,ADDRESS JABAL OMAR MAKKAH,Twin Room,Mecca,Very Good,5
45.2,33.9,Hilton Suites Jabal Omar Makkah,Hotel,KAYAK,Twin Room,Mecca,Very Good,5
45.8,34.35,Address Jabal Omar Makkah,Hotel,PRESTIGIA,Deluxe Room,Mecca,Very Good,5
45.8,34.35,Al Marwa Rayhaan By Rotana,Hotel,PRICELINE,Standard Room,Mecca,Very Good,5
8.8,6.6,Park Inn by Radisson Makkah Thakher Algharbi,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,4
8.8,6.6,Park Inn By Radisson Makkah Thakher East,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,4
8.8,6.6,Novotel Makkah Thakher City,Hotel,KAYAK,Superior Room,Mecca,Very Good,4
8.8,6.6,Novotel Makkah Thakher City,Hotel,HOTELS.COM,Superior Room,Mecca,Very Good,4
8.8,6.6,Novotel Makkah Thakher City,Hotel,AGODA.COM,Superior Room,Mecca,Very Good,4
8.8,6.6,Novotel Makkah Thakher City,Hotel,PRICELINE,Superior Room,Mecca,Very Good,4
9.2,6.9,Hotel 21 Makkah,Hotel,KAYAK,Double Room,Mecca,Very Good,3
9.4,7.05,Millennium Makkah Al Naseem,Hotel,SUPER.COM,Superior Room,Mecca,Very Good,5
39.6,29.7,Swiss™tel Makkah,Hotel,BOOKING.COM,Classic Room,Mecca,Very Good,5
39.6,29.7,Hilton Suites Jabal Omar Makkah,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,5
39.6,29.7,Hilton Suites Jabal Omar Makkah,Hotel,STAYFORLONG,Standard Room,Mecca,Very Good,5
39.8,29.85,Swiss™tel Makkah,Hotel,PRICELINE,Classic Room,Mecca,Very Good,5
40,30,Jabal Omar Hyatt Regency Makkah,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,5
40,30,Address Jabal Omar Makkah,Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
40,30,Anjum Makkah Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Wonderful,5
40,30,Anjum Makkah Hotel,Hotel,HOTELS.COM,Deluxe Room,Mecca,Wonderful,5
40,30,Shaza Makkah,Hotel,KAYAK,King Bed Room,Mecca,Very Good,5
40,30,Jabal Omar Hyatt Regency Makkah,Hotel,BOOKING.COM,King Bed Room,Mecca,Very Good,5
40.4,30.3,Address Jabal Omar Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
40.4,30.3,Address Jabal Omar Makkah,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
40.4,30.3,Anjum Makkah Hotel,Hotel,AGODA.COM,Deluxe Room,Mecca,Wonderful,5
40.4,30.3,Hilton Suites Jabal Omar Makkah,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,5
40.4,30.3,Hilton Suites Jabal Omar Makkah,Hotel,HILTON,Standard Room,Mecca,Very Good,5
40.4,30.3,Hilton Suites Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
40.8,30.6,Hilton Suites Jabal Omar Makkah,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,5
40.8,30.6,Park Inn by Radisson Makkah Aziziyah,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
41,30.75,Swiss™tel Makkah,Hotel,EXPEDIA,Classic Room,Mecca,Very Good,5
41,30.75,Al Safwa Hotel Tower 1,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
41,30.75,Al Safwa Hotel Tower 1,Hotel,EXPEDIA,Standard Room,Mecca,Very Good,5
41,30.75,Al Safwah Royale Orchid,Hotel,BOOKING.COM,Standard Room,Mecca,Good,5
49.6,37.2,Pullman Zamzam Makkah,Hotel,SWISSOTEL,Deluxe Room,Mecca,Good,5
50,37.5,Makkah Hotel,Hotel,ELAF KINDA HOTEL,Family Room,Mecca,Very Good,5
50,37.5,Swiss™tel Makkah,Hotel,SWISSOTEL,Classic Room,Mecca,Very Good,5
50.4,37.8,Conrad Jabal Omar Makkah,Hotel,STAYFORLONG,Specialty Rooms,Mecca,Very Good,5
50.6,37.95,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,PRICELINE,King Bed Room,Mecca,Very Good,5
50.6,37.95,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,SWISSOTEL,Standard Room,Mecca,Very Good,5
50.6,37.95,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,EXPEDIA,Studio,Mecca,Very Good,5
51.8,38.85,Pullman Zamzam Makkah,Hotel,SWISSOTEL,Classic Room,Mecca,Good,5
52,39,Address Jabal Omar Makkah,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
52.2,39.15,Swiss™tel Al Maqam Makkah,Hotel,HOTELS.COM,Classic Room,Mecca,Very Good,5
46.2,34.65,Address Jabal Omar Makkah,Hotel,ADDRESS JABAL OMAR MAKKAH,Deluxe Room,Mecca,Very Good,5
46.4,34.8,Hilton Suites Jabal Omar Makkah,Hotel,HILTON,Triple Room,Mecca,Very Good,5
46.4,34.8,Hilton Suites Jabal Omar Makkah,Hotel,BOOKING.COM,Triple Room,Mecca,Very Good,5
47,35.25,Makkah Towers,Hotel,KAYAK,Family Room,Mecca,Good,5
47.4,35.55,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,HILTON,Standard Room,Mecca,Very Good,5
48.2,36.15,Jumeirah Jabal Omar Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,HOTELS.COM,Classic Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,STAYFORLONG,Deluxe Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,AGODA.COM,Deluxe Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Good,5
49.4,37.05,Pullman Zamzam Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Good,5
49.8,37.35,Pullman Zamzam Makkah,Hotel,PRICETRAVEL,Classic Room,Mecca,Good,5
63.8,47.85,Conrad Jabal Omar Makkah,Hotel,HILTON,Standard Room,Mecca,Very Good,5
64,48,Elaf Kinda Hotel,Hotel,ELAF KINDA HOTEL,Suite,Mecca,Very Good,4
64.2,48.15,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,HOTELS.COM,Classic Room,Mecca,Very Good,5
64.2,48.15,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,KAYAK,Superior Room,Mecca,Very Good,5
68.8,51.6,Elaf Kinda Hotel,Hotel,BOOKING.COM,Suite,Mecca,Very Good,4
83.4,62.55,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,KAYAK,Classic Room,Mecca,Very Good,5
83.4,62.55,Swiss™tel Al Maqam Makkah,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
88.2,66.15,Raffles Makkah Palace,Hotel,EXPEDIA,Suite,Mecca,Wonderful,5
90.2,67.65,Raffles Makkah Palace,Hotel,HOTELS.COM,Suite,Mecca,Wonderful,5
102.2,76.65,Elaf Kinda Hotel,Hotel,EXPEDIA,Suite,Mecca,Very Good,4
106.4,79.8,Anjum Makkah Hotel,Hotel,STAYFORLONG,Suite,Mecca,Wonderful,5
119.6,89.7,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
141.2,105.9,Jabal Omar Hyatt Regency Makkah,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
7.4,5.55,____ ___ ___ 1 __ ___ ___,Hotel,BOOKING.COM,Twin Room,Mecca,Wonderful,3
8,6,Al Joud Boutique Hotel Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Wonderful,3
8.2,6.15,____ ______ ______ Seventh Square Hotel,Hotel,BOOKING.COM,Double Room,Mecca,Very Good,1
8.6,6.45,Ajm Mina Hotel,Hotel,PRICELINE,Quadruple Room,Al Maqrah,Good,1
8.6,6.45,M Hotel Al Dana Makkah by Millennium,Hotel,PRICELINE,Standard Room,Mecca,Very Good,4
8.6,6.45,M Hotel Al Dana Makkah by Millennium,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,4
8.8,6.6,____ ____ _____ ______,Hotel,BOOKING.COM,Economy Room,Mecca,Very Good,1
8.8,6.6,Novotel Makkah Thakher City,Hotel,SWISSOTEL,Superior Room,Mecca,Very Good,4
8.8,6.6,Novotel Makkah Thakher City,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,4
9.2,6.9,Ajm Mina Hotel,Hotel,PRICELINE,Twin Room,Al Maqrah,Good,1
9.2,6.9,Hotel 21 Makkah,Hotel,BOOKING.COM,Double Room,Mecca,Very Good,3
9.2,6.9,Al Kiram Hotel,Hotel,EXPEDIA,Quadruple Room,Mecca,Good,3
52.2,39.15,Al Safwa Hotel Tower 1,Hotel,AGODA.COM,Studio,Mecca,Very Good,5
52.8,39.6,Jabal Omar Hyatt Regency Makkah,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,5
53,39.75,Jabal Omar Hyatt Regency Makkah,Hotel,HYATT REGENCY,Twin Room,Mecca,Very Good,5
54,40.5,Makkah Towers,Hotel,BOOKING.COM,Deluxe Room,Mecca,Good,5
56.2,42.15,Jabal Omar Hyatt Regency Makkah,Hotel,HYATT REGENCY,Standard Room,Mecca,Very Good,5
57,42.75,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
57,42.75,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
57,42.75,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
57,42.75,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
57,42.75,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,SWISSOTEL,Studio,Mecca,Very Good,5
57.2,42.9,Pullman Zamzam Makkah,Hotel,PRICETRAVEL,Classic Room,Mecca,Good,5
9.6,7.2,Wirgan Hotel Al Nour,Hotel,EXPEDIA,Superior Room,Mecca,Very Good,4
9.8,7.35,Ajm Mina Hotel,Hotel,PRICELINE,Triple Room,Al Maqrah,Good,1
9.8,7.35,____ ______,Hotel,KAYAK,Deluxe Room,Mecca,Good,3
9.8,7.35,Copthorne Makkah Al Naseem,Hotel,PRICELINE,King Bed Room,Mecca,Very Good,4
9.8,7.35,Park Inn Makkah Al Naseem,Hotel,KAYAK,Standard Room,Mecca,Very Good,5
9.8,7.35,Al Kiswah Towers Hotel,Hotel,KAYAK,Standard Room,Mecca,Good,3
10,7.5,____ ______,Hotel,BOOKING.COM,Quadruple Room,Mecca,Good,3
10.2,7.65,Park Inn Makkah Al Naseem,Hotel,PARK INN MAKKAH AL NASEEM,Standard Room,Mecca,Very Good,5
41.4,31.05,Swiss™tel Makkah,Hotel,PRICELINE,Classic Room,Mecca,Very Good,5
41.4,31.05,Conrad Jabal Omar Makkah,Hotel,STAYFORLONG,Superior Room,Mecca,Very Good,5
41.4,31.05,Conrad Jabal Omar Makkah,Hotel,KAYAK,Superior Room,Mecca,Very Good,5
41.6,31.2,Makkah Towers,Hotel,AGODA.COM,Deluxe Room,Mecca,Good,5
41.8,31.35,Mڑvenpick Hotel & Residences Hajar Tower Makkah,Hotel,KAYAK,Superior Room,Mecca,Very Good,5
42,31.5,Makarem Ajyad Makkah Hotel,Hotel,BOOKING.COM,Suite,Mecca,Very Good,5
9.6,7.2,Time Ruba Hotel & Suites,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,4
9.6,7.2,Nuzhat Al Naseem Hotel,Hotel,KAYAK,Double Room,Mecca,Good,1
9.8,7.35,Ajm Mina Hotel,Hotel,BOOKING.COM,Triple Room,Al Maqrah,Good,1
9.8,7.35,Park Inn Makkah Al Naseem,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,5
9.8,7.35,M Hotel Al Dana Makkah by Millennium,Hotel,PRICELINE,Standard Room,Mecca,Very Good,4
9.8,7.35,M Hotel Al Dana Makkah by Millennium,Hotel,KAYAK,Superior Room,Mecca,Very Good,4
10.2,7.65,Park Inn By Radisson Makkah Thakher East,Hotel,PRICELINE,Superior Room,Mecca,Very Good,4
10.4,7.8,voco Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,4
10.4,7.8,voco Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,4
10.4,7.8,Landmark Darkm Hotel Makkah,Hotel,KAYAK,Double Room,Mecca,Very Good,0
