PRICE_PER_NIGHT,TAX_AMOUNT,ACCOM_NAME_EN,ACCOM_TYPE_CODE,BOOKING_PROVIDER_NAME_EN,ROOM_TYPE_CODE,CITY_NAME_EN,REVIEW_SCORE_NAME_EN,STAR_RATING_CODE
69.6,52.2,Al Ghufran Safwah Hotel Makkah,Hotel,BOOKING.COM,Superior Room,Mecca,Wonderful,5
70,52.5,Al Marwa Rayhaan By Rotana,Hotel,TRAVELUP,Standard Room,Mecca,Very Good,5
70.4,52.8,Mڑvenpick Hotel & Residences Hajar Tower Makkah,Hotel,TRAVELUP,Twin Room,Mecca,Very Good,5
71.2,53.4,Elaf Kinda Hotel,Hotel,EXPEDIA,Suite,Mecca,Very Good,4
72.2,54.15,Jabal Omar Hyatt Regency Makkah,Hotel,EXPEDIA,Twin Room,Mecca,Very Good,5
29.8,22.35,Elaf Ajyad Hotel,Hotel,HOTELS.COM,Suite,Mecca,Okay,2
30.2,22.65,Saja Makkah Hotel,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,3
30.2,22.65,Copthorne Makkah Al Naseem,Hotel,KAYAK,Suite,Mecca,Very Good,4
30.4,22.8,Al Massa Grand Hotel,Hotel,BOOKING.COM,Standard Room,Mecca,Good,4
30.4,22.8,Al Massa Grand Hotel,Hotel,AGODA.COM,Triple Room,Mecca,Good,4
31,23.25,Al Shohada Hotel,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
33.6,25.2,DoubleTree by Hilton Jabal Omar Makkah,Hotel,PRICELINE,Specialty Rooms,Mecca,Very Good,4
33.6,25.2,DoubleTree by Hilton Jabal Omar Makkah,Hotel,KAYAK,Twin Room,Mecca,Very Good,4
34.8,26.1,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,KAYAK,Specialty Rooms,Mecca,Very Good,5
75.4,56.55,Jabal Omar Hyatt Regency Makkah,Hotel,EXPEDIA,Twin Room,Mecca,Very Good,5
79.2,59.4,Al Ghufran Safwah Hotel Makkah,Hotel,KAYAK,Superior Room,Mecca,Wonderful,5
79.4,59.55,Raffles Makkah Palace,Hotel,TRAVELUP,Suite,Mecca,Wonderful,5
81.6,61.2,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
89,66.75,Al Ghufran Safwah Hotel Makkah,Hotel,AGODA.COM,Standard Room,Mecca,Wonderful,5
92.4,69.3,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,HOTELS.COM,Classic Room,Mecca,Very Good,5
101,75.75,Swiss™tel Al Maqam Makkah,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
104.6,78.45,Elaf Kinda Hotel,Hotel,STAYFORLONG,Suite,Mecca,Very Good,4
105.8,79.35,"Jabal Omar Marriott Hotel, Makkah",Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
115,86.25,Kyona Alaziziyah - _____ ________,Hotel,BOOKING.COM,Triple Room,Mecca,Okay,3
19.2,14.4,Makarem Umm Al Qura Hotel,Hotel,KAYAK,Superior Room,Mecca,Good,5
19.6,14.7,Makkah al Aziziah,Hotel,BOOKING.COM,Standard Room,Mecca,Good,5
20,15,Three Points Musalli Makkah,Hotel,KAYAK,Economy Room,Mecca,Very Good,3
16.4,12.3,Makkah al Aziziah,Hotel,PRICELINE,Standard Room,Mecca,Good,5
16.6,12.45,voco Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,4
16.6,12.45,voco Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,4
16.6,12.45,Al Ebaa Hotel,Hotel,EXPEDIA,Triple Room,Mecca,Very Good,3
16.6,12.45,Al Ebaa Hotel,Hotel,HOTELS.COM,Triple Room,Mecca,Very Good,3
13.6,10.2,Novotel Makkah Thakher City,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,4
13.8,10.35,Al Ebaa Hotel,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,3
14,10.5,Wirgan Hotel Al Azizyah,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,4
14.4,10.8,Courtyard by Marriott Makkah,Hotel,PRICETRAVEL,Deluxe Room,Mecca,Very Good,3
15.8,11.85,Al Ebaa Hotel,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,3
15.8,11.85,Al Ebaa Hotel,Hotel,KAYAK,Standard Room,Mecca,Very Good,3
67.2,50.4,Makkah Clock Royal Tower A Fairmont Hotel,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
70.8,53.1,Al Ghufran Safwah Hotel Makkah,Hotel,SUPER.COM,Superior Room,Mecca,Wonderful,5
71.8,53.85,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,EXPEDIA,Classic Room,Mecca,Very Good,5
71.8,53.85,"Intercontinental Dar Al Tawhid Makkah, An IHG Hotel",Hotel,BOOKING.COM,Classic Room,Mecca,Very Good,5
86.6,64.95,Kyona Alaziziyah - _____ ________,Hotel,PRICELINE,Economy Room,Mecca,Okay,3
96.6,72.45,"Jabal Omar Marriott Hotel, Makkah",Hotel,BOOKING.COM,Suite,Mecca,Very Good,5
28.8,21.6,___ __ _____ ____ ______ __ _____ __ ___ _______,Apartment,KAYAK,Apartment Rooms,Mecca,Poor,0
31,23.25,Emaar Al Noor,Hotel,EXPEDIA,Villa Rooms,Mecca,Very Good,3
32,24,Ramada Dar Al Fayzeen Makkah,Hotel,KAYAK,Twin Room,Mecca,Good,3
33.2,24.9,Al Massa Grand Hotel,Hotel,AGODA.COM,Standard Room,Mecca,Good,4
34.6,25.95,Anjum Makkah Hotel,Hotel,SUPER.COM,Standard Room,Mecca,Wonderful,5
34.8,26.1,Blue Coral Hotel,Hotel,KAYAK,Suite,Mecca,Very Good,3
35.2,26.4,Makarem Ajyad Makkah Hotel,Hotel,HOTELS.COM,Superior Room,Mecca,Very Good,5
36.4,27.3,"Jabal Omar Marriott Hotel, Makkah",Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
34.8,26.1,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,SHERATON,Specialty Rooms,Mecca,Very Good,5
34.8,26.1,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,EXPEDIA,Specialty Rooms,Mecca,Very Good,5
35.2,26.4,Makarem Ajyad Makkah Hotel,Hotel,KAYAK,Superior Room,Mecca,Very Good,5
35.2,26.4,Makarem Ajyad Makkah Hotel,Hotel,TRAVELUP,Superior Room,Mecca,Very Good,5
35.4,26.55,Shaza Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
35.4,26.55,Shaza Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
35.4,26.55,DoubleTree by Hilton Jabal Omar Makkah,Hotel,HILTON,Twin Room,Mecca,Very Good,4
37.2,27.9,DoubleTree by Hilton Jabal Omar Makkah,Hotel,PRICELINE,Specialty Rooms,Mecca,Very Good,4
17.4,13.05,Park Inn Makkah Al Naseem,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,5
17.6,13.2,Makkah Al Aziziah,Hotel,IHG,Standard Room,Mecca,Okay,5
17.6,13.2,Palestine Hotel Makkah,Hotel,PRICELINE,Economy Room,Mecca,Good,3
17.8,13.35,Violet Al Azizia Hotel Masjid Al Qatari,Hotel,BOOKING.COM,Quadruple Room,Mecca,Very Good,4
96.8,72.6,Jabal Omar Hyatt Regency Makkah,Hotel,PRICETRAVEL,Twin Room,Mecca,Very Good,5
103.6,77.7,Kyona Alaziziyah - _____ ________,Hotel,BOOKING.COM,Triple Room,Mecca,Okay,3
109,81.75,Raffles Makkah Palace,Hotel,SWISSOTEL,Suite,Mecca,Wonderful,5
115.2,86.4,Kyona Alaziziyah - _____ ________,Hotel,PRICELINE,Triple Room,Mecca,Okay,3
5,3.75,Makarem Mina Hotel,Hotel,SUPER.COM,Standard Room,Mecca,Good,3
5.2,3.9,Al Hidayah Towers Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,1
5.2,3.9,Al Hidayah Towers Hotel,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,1
20.4,15.3,Copthorne Makkah Al Naseem,Hotel,PRICELINE,Standard Room,Mecca,Very Good,4
20.6,15.45,voco Makkah,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,4
20.6,15.45,Copthorne Makkah Al Naseem,Hotel,BOOKING.COM,King Bed Room,Mecca,Very Good,4
20.6,15.45,Copthorne Makkah Al Naseem,Hotel,KAYAK,King Bed Room,Mecca,Very Good,4
20.6,15.45,Copthorne Makkah Al Naseem,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,4
21.2,15.9,____ ______ _______ 1,Hotel,KAYAK,Triple Room,Mecca,Okay,2
21.6,16.2,Emaar Al Noor,Hotel,HOTELS.COM,Apartment Rooms,Mecca,Very Good,3
18.8,14.1,Dhiafat Al Raja Hotel,Hotel,BOOKING.COM,Quadruple Room,Mecca,Very Good,3
18.8,14.1,Dhiafat Al Raja Hotel,Hotel,KAYAK,Quadruple Room,Mecca,Very Good,3
36.4,27.3,"Jabal Omar Marriott Hotel, Makkah",Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
36.8,27.6,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,SHERATON,Specialty Rooms,Mecca,Very Good,5
37,27.75,Makkah Towers,Hotel,PRICELINE,Standard Room,Mecca,Good,5
37.2,27.9,DoubleTree by Hilton Jabal Omar Makkah,Hotel,STAYFORLONG,Specialty Rooms,Mecca,Very Good,4
37.4,28.05,___ _____ ____ ___,Apartment,BOOKING.COM,Apartment Rooms,Mecca,Wonderful,0
38.6,28.95,"Jabal Omar Marriott Hotel, Makkah",Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
38.6,28.95,"Jabal Omar Marriott Hotel, Makkah",Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
38.6,28.95,"Jabal Omar Marriott Hotel, Makkah",Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
38.8,29.1,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,AGODA.COM,Specialty Rooms,Mecca,Very Good,5
38.8,29.1,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,BOOKING.COM,Standard Room,Mecca,Very Good,5
38.8,29.1,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
5.4,4.05,Al Hidayah Towers Hotel,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,1
5.6,4.2,Al Hidayah Towers Hotel,Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,1
6.2,4.65,Emaar Elite Hotel,Hotel,KAYAK,Double Room,Mecca,Very Good,3
23,17.25,voco Makkah,Hotel,STAYFORLONG,Deluxe Room,Mecca,Very Good,4
23.2,17.4,Nawazi Towers Hotel,Hotel,PRICELINE,Suite,Mecca,Very Good,3
24.6,18.45,____ _____ ___,Hotel,KAYAK,Double Room,Al Maqrah,Very Good,0
24.8,18.6,Copthorne Makkah Al Naseem,Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,4
25.8,19.35,Novotel Residences Makkah,Apartment,SWISSOTEL,Apartment Rooms,Mecca,Very Good,0
26,19.5,____ ______ _______ 1,Hotel,BOOKING.COM,Quadruple Room,Mecca,Okay,2
26.2,19.65,Ramada Dar Al Fayzeen Makkah,Hotel,AGODA.COM,Quadruple Room,Mecca,Good,3
39,29.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,PRICELINE,Specialty Rooms,Mecca,Very Good,5
39.4,29.55,Al tawfeeg hotel - Al Azizyah,Hotel,EXPEDIA,Double Room,Mecca,Very Good,0
39.4,29.55,Jumeirah Jabal Omar Makkah,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
40.6,30.45,Makarem Ajyad Makkah Hotel,Hotel,PRICELINE,Superior Room,Mecca,Very Good,5
41.2,30.9,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,EXPEDIA,Suite,Mecca,Very Good,5
41.2,30.9,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,HOTELS.COM,Suite,Mecca,Very Good,5
41.2,30.9,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,PRICELINE,Suite,Mecca,Very Good,5
41.4,31.05,"Jabal Omar Marriott Hotel, Makkah",Hotel,SHERATON,Deluxe Room,Mecca,Very Good,5
41.6,31.2,Makkah Towers,Hotel,PRICELINE,Standard Room,Mecca,Good,5
6.8,5.1,M Hotel Al Dana Makkah by Millennium,Hotel,HOTELS.COM,Standard Room,Mecca,Very Good,4
26.8,20.1,Salaam Inn,Hotel,BOOKING.COM,Suite,Mecca,Fair,0
30.4,22.8,Al Massa Grand Hotel,Hotel,PRICELINE,Standard Room,Mecca,Good,4
33.8,25.35,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,SUPER.COM,Specialty Rooms,Mecca,Very Good,5
36.8,27.6,Saja Makkah Hotel,Hotel,KAYAK,Suite,Mecca,Very Good,3
38.2,28.65,Le Mژridien Makkah,Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
38.6,28.95,"Jabal Omar Marriott Hotel, Makkah",Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,5
38.8,29.1,DoubleTree by Hilton Jabal Omar Makkah,Hotel,EXPEDIA,Standard Room,Mecca,Very Good,4
38.8,29.1,DoubleTree by Hilton Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,4
122.6,91.95,Elaf Kinda Hotel,Hotel,STAYFORLONG,Suite,Mecca,Very Good,4
4.6,3.45,Emaar Legend,Hotel,BOOKING.COM,Double Room,Mecca,Good,3
5,3.75,Al Hidayah Towers Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,1
5.2,3.9,Al Hidayah Towers Hotel,Hotel,KAYAK,Standard Room,Mecca,Very Good,1
42.2,31.65,Makkah Towers,Hotel,PRICELINE,Standard Room,Mecca,Good,5
43,32.25,"Jabal Omar Marriott Hotel, Makkah",Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
43,32.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,5
43,32.25,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,BOOKING.COM,Specialty Rooms,Mecca,Very Good,5
43,32.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
43,32.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,5
43.2,32.4,Makkah Hotel,Hotel,EXPEDIA,Family Room,Mecca,Very Good,5
43.4,32.55,Address Jabal Omar Makkah,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
43.6,32.7,Jumeirah Jabal Omar Makkah,Hotel,HOTELS.COM,Superior Room,Mecca,Very Good,5
37.2,27.9,DoubleTree by Hilton Jabal Omar Makkah,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,4
38.6,28.95,"Jabal Omar Marriott Hotel, Makkah",Hotel,AGODA.COM,Deluxe Room,Mecca,Very Good,5
39.2,29.4,Al Shohada Hotel,Hotel,KAYAK,Triple Room,Mecca,Very Good,5
40.6,30.45,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,KAYAK,Specialty Rooms,Mecca,Very Good,5
41.4,31.05,"Jabal Omar Marriott Hotel, Makkah",Hotel,PRICELINE,Superior Room,Mecca,Very Good,5
8.4,6.3,M Hotel Al Dana Makkah by Millennium,Hotel,HOTELS.COM,Standard Room,Mecca,Very Good,4
8.4,6.3,Mahd Al Resala 3 Hotel,Hotel,PRICELINE,Twin Room,Mecca,Very Good,0
8.6,6.45,Elaf Bakkah Hotel,Hotel,HOTELS.COM,Twin Room,Mecca,Very Good,4
8.6,6.45,Abraj Al Tayseer Tuwa Hotel,Hotel,BOOKING.COM,Standard Room,Mecca,Good,3
8.6,6.45,Abraj Al Tayseer Tuwa Hotel,Hotel,KAYAK,Standard Room,Mecca,Good,3
42,31.5,Shaza Makkah,Hotel,KAYAK,King Bed Room,Mecca,Very Good,5
42.2,31.65,"Jabal Omar Marriott Hotel, Makkah",Hotel,PRICETRAVEL,Superior Room,Mecca,Very Good,5
42.6,31.95,Makarem Ajyad Makkah Hotel,Hotel,STAYFORLONG,Superior Room,Mecca,Very Good,5
42.8,32.1,"Jabal Omar Marriott Hotel, Makkah",Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,5
43,32.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,STAYFORLONG,Specialty Rooms,Mecca,Very Good,5
43,32.25,Address Jabal Omar Makkah,Hotel,STAYFORLONG,Twin Room,Mecca,Very Good,5
43,32.25,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,HOTELS.COM,Specialty Rooms,Mecca,Very Good,5
43.4,32.55,Address Jabal Omar Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
6,4.5,Al Hidayah Towers Hotel,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,1
6.6,4.95,Makarem Mina Hotel,Hotel,EXPEDIA,Standard Room,Mecca,Good,3
7.4,5.55,_____ ________ 2,Hotel,BOOKING.COM,Triple Room,Mecca,Very Good,0
7.6,5.7,Jawharet Al Majd Hotel,Hotel,AGODA.COM,Deluxe Room,Mecca,Good,1
43.8,32.85,Anjum Makkah Hotel,Hotel,HOTELS.COM,Classic Room,Mecca,Wonderful,5
45.6,34.2,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,SHERATON,Specialty Rooms,Mecca,Very Good,5
45.6,34.2,Elaf Kinda Hotel,Hotel,BOOKING.COM,Twin Room,Mecca,Very Good,4
45.8,34.35,____ _____ ___,Hotel,KAYAK,Suite,Al Maqrah,Very Good,0
45.8,34.35,Anjum Makkah Hotel,Hotel,PRICELINE,Classic Room,Mecca,Wonderful,5
46.4,34.8,Makarem Ajyad Makkah Hotel,Hotel,HOTELS.COM,Superior Room,Mecca,Very Good,5
43.6,32.7,Makarem Ajyad Makkah Hotel,Hotel,PRICELINE,Superior Room,Mecca,Very Good,5
43.8,32.85,Anjum Makkah Hotel,Hotel,EXPEDIA,Classic Room,Mecca,Wonderful,5
44.2,33.15,Al Safwah Royale Orchid,Hotel,AGODA.COM,Standard Room,Mecca,Good,5
44.6,33.45,Pullman Zamzam Makkah,Hotel,TRAVELUP,Classic Room,Mecca,Good,5
44.8,33.6,Pullman Zamzam Makkah,Hotel,KAYAK,Classic Room,Mecca,Good,5
45,33.75,Jumeirah Jabal Omar Makkah,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
45,33.75,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,PRICETRAVEL,Suite,Mecca,Very Good,5
45.2,33.9,Shaza Makkah,Hotel,BOOKING.COM,Suite,Mecca,Very Good,5
45.6,34.2,Elaf Kinda Hotel,Hotel,AGODA.COM,Standard Room,Mecca,Very Good,4
45.8,34.35,"Jabal Omar Marriott Hotel, Makkah",Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,5
9.2,6.9,Mahd Al Resala 3 Hotel,Hotel,KAYAK,Triple Room,Mecca,Very Good,0
9.4,7.05,Saif Al Majd Hotel,Hotel,EXPEDIA,Deluxe Room,Mecca,Very Good,1
9.4,7.05,Elaf Bakkah Hotel,Hotel,KAYAK,Twin Room,Mecca,Very Good,4
9.6,7.2,Saif Al Majd Hotel,Hotel,KAYAK,Family Room,Mecca,Very Good,1
7.6,5.7,Makarem Mina Hotel,Hotel,EXPEDIA,Standard Room,Mecca,Good,3
7.6,5.7,Makarem Mina Hotel,Hotel,KAYAK,Standard Room,Mecca,Good,3
7.6,5.7,Makarem Mina Hotel,Hotel,HOTELS.COM,Standard Room,Mecca,Good,3
8.8,6.6,Saif Al Majd Hotel,Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,1
8.8,6.6,Emaar Al Khalil,Hotel,SUPER.COM,Standard Room,Mecca,Good,3
8.8,6.6,____ _______ ______ 1,Hotel,AGODA.COM,Family Room,Mecca,Okay,0
9,6.75,Dar Al Eiman Al Khalil Hotel,Hotel,TRAVELUP,Standard Room,Mecca,Fair,3
9.4,7.05,Abraj Al Tayseer Tuwa Hotel,Hotel,PRICELINE,King Bed Room,Mecca,Good,3
9.4,7.05,Abraj Al Tayseer Tuwa Hotel,Hotel,BOOKING.COM,King Bed Room,Mecca,Good,3
47.4,35.55,Shaza Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,5
47.6,35.7,Jabal Omar Hyatt Regency Makkah,Hotel,AGODA.COM,Twin Room,Mecca,Very Good,5
47.6,35.7,Jabal Omar Hyatt Regency Makkah,Hotel,PRICELINE,King Bed Room,Mecca,Very Good,5
48.4,36.3,Makarem Ajyad Makkah Hotel,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
48.8,36.6,Pullman Zamzam Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Good,5
48.8,36.6,Pullman Zamzam Makkah,Hotel,BOOKING.COM,Classic Room,Mecca,Good,5
49,36.75,Jumeirah Jabal Omar Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,5
49.6,37.2,Pullman Zamzam Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Good,5
50.6,37.95,Elaf Kinda Hotel,Hotel,HOTELS.COM,Twin Room,Mecca,Very Good,4
50.8,38.1,Pullman Zamzam Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Good,5
51,38.25,Pullman Zamzam Makkah,Hotel,STAYFORLONG,Deluxe Room,Mecca,Good,5
51,38.25,Pullman Zamzam Makkah,Hotel,HOTELS.COM,Deluxe Room,Mecca,Good,5
51,38.25,Hilton Suites Jabal Omar Makkah,Hotel,KAYAK,King Bed Room,Mecca,Very Good,5
51,38.25,Al Safwah Royale Orchid,Hotel,KAYAK,Standard Room,Mecca,Good,5
51.2,38.4,Swiss™tel Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Very Good,5
10,7.5,Mercure Makkah Aziziah,Hotel,PRESTIGIA,Classic Room,Mecca,Good,4
10,7.5,Violet Al Azizia Hotel Masjid Al Qatari,Hotel,HOTELS.COM,Twin Room,Mecca,Very Good,4
10.2,7.65,Al tawfeeg hotel - Al Azizyah,Hotel,HOTELS.COM,Standard Room,Mecca,Very Good,0
10.2,7.65,Abraj Al Tayseer Tuwa Hotel,Hotel,PRICELINE,Twin Room,Mecca,Good,3
10.2,7.65,Elaf Qinwan Hotel,Hotel,KAYAK,Twin Room,Mecca,Very Good,3
38.8,29.1,DoubleTree by Hilton Jabal Omar Makkah,Hotel,KAYAK,Twin Room,Mecca,Very Good,4
39,29.25,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,PRICELINE,Standard Room,Mecca,Very Good,5
40,30,Jumeirah Jabal Omar Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,5
45.8,34.35,"Jabal Omar Marriott Hotel, Makkah",Hotel,HOTELS.COM,Deluxe Room,Mecca,Very Good,5
46,34.5,Makkah Towers,Hotel,KAYAK,Family Room,Mecca,Good,5
46,34.5,Makkah Towers,Hotel,HOTELS.COM,Family Room,Mecca,Good,5
46.4,34.8,Makarem Ajyad Makkah Hotel,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
46.8,35.1,Jumeirah Jabal Omar Makkah,Hotel,BOOKING.COM,Superior Room,Mecca,Very Good,5
47.6,35.7,Jabal Omar Hyatt Regency Makkah,Hotel,PRICELINE,Twin Room,Mecca,Very Good,5
48,36,Makkah Hotel,Hotel,AGODA.COM,Suite,Mecca,Very Good,5
48.4,36.3,Shaza Makkah,Hotel,EXPEDIA,Family Room,Mecca,Very Good,5
48.4,36.3,Shaza Makkah,Hotel,HOTELS.COM,Family Room,Mecca,Very Good,5
48.6,36.45,Pullman Zamzam Makkah,Hotel,PRICELINE,Classic Room,Mecca,Good,5
10,7.5,Kyona Alaziziyah - _____ ________,Hotel,KAYAK,Economy Room,Mecca,Okay,3
11,8.25,Abraj Al Tayseer Tuwa Hotel,Hotel,IHG,Standard Room,Mecca,Good,3
11.2,8.4,Blue Coral Hotel,Hotel,PRICELINE,Standard Room,Mecca,Very Good,3
11.6,8.7,Lamar Ajyad Hotel,Hotel,KAYAK,Deluxe Room,Mecca,Good,3
20,15,voco Makkah,Hotel,PRICELINE,Deluxe Room,Mecca,Very Good,4
20.6,15.45,voco Makkah,Hotel,BOOKING.COM,Deluxe Room,Mecca,Very Good,4
20.6,15.45,voco Makkah,Hotel,KAYAK,Deluxe Room,Mecca,Very Good,4
20.6,15.45,Copthorne Makkah Al Naseem,Hotel,PRICELINE,King Bed Room,Mecca,Very Good,4
23.2,17.4,____ _____ ____ _____ _____ __ _ ___ _____,Hotel,AGODA.COM,Apartment Rooms,Mecca,Very Good,0
42,31.5,Shaza Makkah,Hotel,BOOKING.COM,King Bed Room,Mecca,Very Good,5
43,32.25,Sheraton Makkah Jabal Al Kaaba Hotel,Hotel,KAYAK,Specialty Rooms,Mecca,Very Good,5
51.4,38.55,Makkah Towers,Hotel,HOTELS.COM,Deluxe Room,Mecca,Good,5
52.2,39.15,Makarem Ajyad Makkah Hotel,Hotel,BOOKING.COM,Suite,Mecca,Very Good,5
53.2,39.9,Swiss™tel Makkah,Hotel,PRICELINE,Classic Room,Mecca,Very Good,5
53.2,39.9,Conrad Jabal Omar Makkah,Hotel,TRAVELUP,Superior Room,Mecca,Very Good,5
53.4,40.05,Swiss™tel Al Maqam Makkah,Hotel,SWISSOTEL,Classic Room,Mecca,Very Good,5
53.6,40.2,Swiss™tel Al Maqam Makkah,Hotel,EXPEDIA,Classic Room,Mecca,Very Good,5
11.6,8.7,Kyona Alaziziyah - _____ ________,Hotel,KAYAK,Triple Room,Mecca,Okay,3
12.6,9.45,Al Ebaa Hotel,Hotel,PRICELINE,Standard Room,Mecca,Very Good,3
12.6,9.45,Millennium Makkah Al Naseem,Hotel,TRAVELUP,Superior Room,Mecca,Very Good,5
12.8,9.6,Mercure Makkah Aziziah,Hotel,PRESTIGIA,Classic Room,Mecca,Good,4
12.8,9.6,Kyona Alaziziyah - _____ ________,Hotel,BOOKING.COM,Triple Room,Mecca,Okay,3
23.6,17.7,Copthorne Makkah Al Naseem,Hotel,PRICELINE,Standard Room,Mecca,Very Good,4
25.4,19.05,Violet Al Azizia Hotel Masjid Al Qatari,Hotel,BOOKING.COM,Suite,Mecca,Very Good,4
26,19.5,Courtyard by Marriott Makkah,Hotel,PRICETRAVEL,Twin Room,Mecca,Very Good,3
26,19.5,____ ______ _______ 1,Hotel,BOOKING.COM,Triple Room,Mecca,Okay,2
26,19.5,____ ______ _______ 1,Hotel,KAYAK,Triple Room,Mecca,Okay,2
26,19.5,____ ______ _______ 1,Hotel,BOOKING.COM,Twin Room,Mecca,Okay,2
26,19.5,____ ______ _______ 1,Hotel,KAYAK,Twin Room,Mecca,Okay,2
17.2,12.9,Novotel Makkah Thakher City,Hotel,SWISSOTEL,Superior Room,Mecca,Very Good,4
18.4,13.8,Elaf Bakkah Hotel,Hotel,STAYFORLONG,Suite,Mecca,Very Good,4
43.8,32.85,Pullman Zamzam Makkah,Hotel,AGODA.COM,Classic Room,Mecca,Good,5
44.6,33.45,Hilton Hotel & Convention Jabal Omar Makkah,Hotel,HILTON,Deluxe Room,Mecca,Very Good,5
45,33.75,Jabal Omar Hyatt Regency Makkah,Hotel,PRICELINE,Standard Room,Mecca,Very Good,5
45.8,34.35,Pullman Zamzam Makkah,Hotel,PRESTIGIA,Classic Room,Mecca,Good,5
46.2,34.65,Jumeirah Jabal Omar Makkah,Hotel,KAYAK,Superior Room,Mecca,Very Good,5
